cast,clanek,zakon,bod,typ,paragrafy,instrukce,plny_text_znaků
PRVNÍ,I,283/2021,240,zruseni,108,V § 108 se odstavec 4 zrušuje.,0
PRVNÍ,I,283/2021,241,zruseni,109,V § 109 odst. 1 úvodní části ustanovení se slova „nebo nejde-li o změnu pořizovanou na základě zprávy o uplatňování“ zrušují.,0
PRVNÍ,I,283/2021,242,nahrazeni,109,V § 109 odst. 1 písm. b) se slovo „ministerstva“ nahrazuje slovem „Úřadu“.,0
PRVNÍ,I,283/2021,243,zruseni,109,V § 109 odst. 1 se písmeno d) zrušuje. Dosavadní písmeno e) se označuje jako písmeno d).,0
PRVNÍ,I,283/2021,244,nahrazeni,109,"V § 109 odst. 2 úvodní části ustanovení se slova „v případě územního rozvojového plánu u ministerstva, v ostatních případech u příslušného schvalujícího orgánu“ nahrazují slovy „u příslušného pořizovatele“.",0
PRVNÍ,I,283/2021,245,zruseni,109;91;92,V § 109 odst. 2 písm. d) se slova „uvedených v § 91 odst. 1 a § 92“ zrušují.,0
PRVNÍ,I,283/2021,246,zneni_plny,109,"V § 109 odst. 3 úvodní část ustanovení zní: „Nejde-li o změnu regulačního plánu, může podnět dále obsahovat také“.",68
PRVNÍ,I,283/2021,247,doplneni,109;89,V § 109 odst. 3 se na konci textu písmene b) doplňují slova „ ; ustanovení § 89 odst. 4 platí obdobně“.,0
PRVNÍ,I,283/2021,248,zneni_plny,109,V § 109 odstavec 4 zní: „(4) Stanovisko podle odstavce 3 písm. a) doručí orgán ochrany přírody navrhovateli podnětu a příslušnému úřadu do 20 dnů od obdržení žádosti o jeho vydání. Stanovisko podle odstavce 3 písm. b) doručí příslušný úřad navrhovateli podnětu do 30 dnů od obdržení žádosti o jeho vydání.“.,283
PRVNÍ,I,283/2021,249,zneni_plny,109,"V § 109 odstavec 5 zní: „(5) Rozhodnutí o pořízení regulačního plánu nebo územního plánu může zastupitelstvo kraje nebo obce nahradit schválením plánovací smlouvy, ve které se stavebník zaváže ke zpracování nebo převzetí nákladů na zpracování návrhu zadání regulačního plánu nebo územního plánu nebo návrhu regulačního plánu nebo územního plánu.“.",323
PRVNÍ,I,283/2021,250,zruseni,110,V § 110 odst. 1 úvodní části ustanovení se slova „návrhu zadání změny“ zrušují.,0
PRVNÍ,I,283/2021,251,zruseni,110,"V § 110 odst. 2 se slova „ , a schvalující orgán“ zrušují.",0
PRVNÍ,I,283/2021,252,zneni_plny,110;109,"V § 110 se doplňuje odstavec 3, který zní: „(3) Nejde-li o změnu regulačního plánu a podnět neobsahuje stanoviska podle § 109 odst. 3, zajistí tato stanoviska pořizovatel. Ustanovení § 109 odst. 4 platí obdobně.“.",168
PRVNÍ,I,283/2021,253,zruseni,111,V § 111 se odstavec 1 zrušuje. Dosavadní odstavce 2 až 5 se označují jako odstavce 1 až 4.,0
PRVNÍ,I,283/2021,254,nahrazeni,111,V § 111 odst. 1 se slova „návrh zadání“ nahrazují slovy „podnět na pořízení“.,0
PRVNÍ,I,283/2021,255,nahrazeni,111,"V § 111 odst. 2 větě první se slova „návrhem zadání“ nahrazují slovy „podnětem na pořízení“ a slova „schválí její zadání“ se nahrazují slovy „o jejím obsahu“ a ve větě druhé se slova „návrhem, vrátí jej pořizovateli se svými pokyny k úpravě, nebo jej zamítne“ nahrazují slovy „podnětem, zamítne jej“.",0
PRVNÍ,I,283/2021,256,nahrazeni,111;91;92,V § 111 odst. 3 větě první se slova „Schvalující orgán“ nahrazují slovem „Pořizovatel“ a slova „podle § 91 odst. 1 a § 92“ se zrušují a věty druhá a poslední se zrušují.,0
PRVNÍ,I,283/2021,257,vlozeni_plny,111;109,"V § 111 se za odstavec 3 vkládá nový odstavec 4, který zní: „(4) Vyplyne-li ze stanovisek podle § 109 odst. 3, že návrh změny územně plánovací dokumentace má být posuzován z hlediska vlivů na životní prostředí, doplní pořizovatel rozhodnutí o pořízení změny o požadavek na vyhodnocení vlivů.“. Dosavadní odstavec 4 se označuje jako odstavec 5.",232
PRVNÍ,I,283/2021,258,nahrazeni,111;90;93;105;108,"V § 111 odst. 5 se slova „§ 90 odst. 3, § 93 až 104, § 105 odst. 3 a § 108“ nahrazují slovy „§ 93 až 105“ a na konci odstavce se doplňuje věta „Pokud se v těchto ustanoveních odkazuje na zadání, rozumí se tím pro účely pořizování změny rozhodnutí schvalujícího orgánu o pořízení změny a o jejím obsahu.“.",0
PRVNÍ,I,283/2021,259,zneni_plny,111,"V § 111 se doplňuje odstavec 6, který zní: „(6) Opravu chyb a zřejmých nesprávností územně plánovací dokumentace provede pořizovatel kdykoli bez řízení; pro vymezení zastavitelného území a pro územní opatření to platí obdobně.“.",184
PRVNÍ,I,283/2021,260,vlozeni_plny,111;111a;73,"Za § 111 se vkládá nový § 111a, který včetně nadpisu zní: „§ 111a Nepodstatná změna v zastavitelném území Při změně územně plánovací dokumentace v zastavitelném území, která nevyžaduje posouzení vlivů a kterou dochází pouze k uvedení do souladu s nadřazenou územně plánovací dokumentací, zpřesnění podle § 73 odst. 4 a 5, omezení rozsahu nebo podmínek územní rezervy, úpravě hranic ploch nebo koridor",942
PRVNÍ,I,283/2021,261,doplneni,112;73,"V § 112 odst. 1 se na konci textu věty druhé doplňují slova „ , ledaže jde o zpřesnění podle § 73 odst. 4 a 5“.",0
PRVNÍ,I,283/2021,262,nahrazeni,113;87,"V § 113 odst. 2 se slova „v případě, že se změnily podstatně podmínky, za kterých byl pořízen a vydán a“ nahrazují čárkou a na konci odstavce se doplňují věty „Tento postup nepodléhá řízení podle § 87 až 111a. Zrušení regulačního plánu pořizovatel oznámí veřejnou vyhláškou; dnem jejího doručení nabývá zrušení regulačního plánu účinnosti a pořizovatel zveřejní informaci o zrušení regulačního plánu",0
PRVNÍ,I,283/2021,263,zruseni,113,V § 113 se odstavce 3 až 6 zrušují.,0
PRVNÍ,I,283/2021,264,nahrazeni,114,V § 114 odst. 3 větě první se slovo „ministerstvu“ nahrazuje slovem „Úřadu“.,0
PRVNÍ,I,283/2021,265,nahrazeni,114,V § 114 odst. 4 se slova „Ministerstvo a krajský úřad“ nahrazují slovem „Úřad“.,0
PRVNÍ,I,283/2021,266,vlozeni,114,"V § 114 odst. 5 větě první se za slova „zrušení územního plánu“ vkládají slova „nebo jeho části“, slovo „zastavěné“ se nahrazuje slovem „zastavitelné“ a za slovo „plánem“ se vkládají slova „nebo jeho částí“.",0
PRVNÍ,I,283/2021,267,doplneni,114,V § 114 odst. 5 větě druhé se na konci textu věty doplňují slova „nebo jeho části“.,0
PRVNÍ,I,283/2021,268,nahrazeni,114,V § 114 odst. 5 větě poslední se slova „územního plánování“ nahrazují slovy „rozvoje území kraje“.,0
PRVNÍ,I,283/2021,269,vlozeni_plny,115;115a,"Za § 115 se vkládá nový § 115a, který včetně nadpisu zní: „§ 115a Společné pořizování územně plánovací dokumentace (1) Schvalující orgány mohou rozhodnout o společném pořízení více územně plánovacích dokumentací stejného druhu a o jejich společném pořizovateli nebo o koordinaci pořizovatelů, pokud spolu souvisí. (2) Podklady, návrhy a úkony ve společném pořizování lze sdružit a provádět společně.",449
PRVNÍ,I,283/2021,270,nahrazeni,,V části třetí hlavě III nadpisu dílu 5 se slovo „zastavěného“ nahrazuje slovem „zastavitelného“.,0
PRVNÍ,I,283/2021,271,zruseni,,V části třetí hlavě III dílu 5 se označení oddílů 1 a 2 včetně nadpisů zrušují.,0
PRVNÍ,I,283/2021,272,vlozeni,116,V § 116 odst. 1 větě první se za slovo „obce“ vkládají slova „bez účinného územního plánu“ a slovo „zastavěných“ se nahrazuje slovem „zastavitelných“.,0
PRVNÍ,I,283/2021,273,nahrazeni,116,V § 116 odst. 2 úvodní části ustanovení větě druhé se slova „vymezené k 1. září 1966 vyznačené v mapách evidence nemovitostí (dále jen „intravilán“)“ nahrazují slovy „podle územních analytických podkladů“.,0
PRVNÍ,I,283/2021,274,nahrazeni,116,V § 116 odst. 2 písm. d) se slovo „intravilánu“ nahrazuje slovy „zastavěné části obce“.,0
PRVNÍ,I,283/2021,275,zruseni,116,V § 116 odst. 3 úvodní části ustanovení se slovo „vždy“ zrušuje.,0
PRVNÍ,I,283/2021,276,zneni_plny,116,"V § 116 odst. 3 písmeno a) zní: „a) pozemky zázemí stavby,“.",25
PRVNÍ,I,283/2021,277,nahrazeni,116,V § 116 odst. 3 písm. c) se slova „zastavěnými stavebními pozemky“ nahrazují slovy „pozemky zázemí stavby“.,0
PRVNÍ,I,283/2021,278,nahrazeni,116,V § 116 odst. 3 písm. e) se slovo „intravilánem“ nahrazuje slovy „zastavěnou částí obce“.,0
PRVNÍ,I,283/2021,279,zruseni,116,V § 116 se odstavec 4 zrušuje.,0
PRVNÍ,I,283/2021,280,zneni_plny,117;116,"§ 117 včetně nadpisu zní: „§ 117 Vymezení zastavitelného území (1) Není-li vydán územní plán, úřad rozvoje území kraje zajistí bezodkladně v souladu s § 116 odst. 1 až 3 zpracování návrhu vymezení zastavitelného území. (2) Při vymezení zastavitelného území se v něm vyznačí nestavební plochy, a to a) pozemek veřejné zeleně a parku tvořící veřejné prostranství1), b) lesní pozemek nebo soubor sousedí",621
PRVNÍ,I,283/2021,281,nahrazeni,118,V § 118 odst. 2 se slovo „zastavěné“ nahrazuje slovem „zastavitelné“.,0
PRVNÍ,I,283/2021,282,zneni_plny,118,V § 118 odst. 3 písmeno b) zní: „b) nestavebních ploch.“.,22
PRVNÍ,I,283/2021,283,nahrazeni,118,V § 118 odst. 4 se na konci písmene c) slovo „a“ nahrazuje tečkou a písmeno d) se zrušuje.,0
PRVNÍ,I,283/2021,284,nahrazeni,119,V § 119 odst. 2 větě druhé se slovo „zastavěného“ nahrazuje slovy „vymezení zastavitelného“ a slovo „zastavěné“ se nahrazuje slovem „zastavitelné“.,0
PRVNÍ,I,283/2021,285,zruseni,119,V § 119 se odstavce 3 až 6 zrušují.,0
PRVNÍ,I,283/2021,286,zruseni,120,V § 120 odst. 1 se věta první zrušuje.,0
PRVNÍ,I,283/2021,287,nahrazeni,120,V § 120 odst. 2 se slova „Vymezení zastavěného“ nahrazují slovy „Informaci o vymezení zastavitelného“ a slovo „zastavěného“ se nahrazuje slovem „zastavitelného“.,0
PRVNÍ,I,283/2021,288,zneni_plny,120,V § 120 odstavec 3 zní: „(3) Vymezení zastavitelného území opatří pořizovatel záznamem o účinnosti.“.,74
PRVNÍ,I,283/2021,289,nahrazeni,121,V § 121 odst. 2 větě druhé se slovo „zastavěných“ nahrazuje slovem „zastavitelných“.,0
PRVNÍ,I,283/2021,290,zneni_plny,,"V části třetí hlavě III dílu 5 se označení oddílu 3 včetně nadpisu nahrazuje označením dílu 6, které včetně nadpisu zní: „Díl 6 Nezastavitelné území“. Dosavadní díly 6 a 7 se označují jako díly 7 a 8.",27
PRVNÍ,I,283/2021,291,nahrazeni,122,V § 122 odst. 1 úvodní části ustanovení a § 122 odst. 3 se slovo „nezastavěném“ nahrazuje slovem „nezastavitelném“.,0
PRVNÍ,I,283/2021,292,vlozeni,122,V § 122 odst. 1 úvodní části ustanovení se slova „v souladu s jeho charakterem“ zrušují a za slovo „povolovat“ se vkládá slovo „pouze“.,0
PRVNÍ,I,283/2021,293,vlozeni,122,"V § 122 odst. 1 písm. g) se za slovo „pro“ vkládá slovo „sport,“.",0
PRVNÍ,I,283/2021,294,zneni_plny,122;1,"V § 122 se doplňuje odstavec 4, který včetně poznámky pod čarou č. 81 zní: „(4) V nezastavitelném území lze povolovat stavby pro energetickou bezpečnost81) podle zákona o urychlení výstavby strategicky významné infrastruktury. Stavba pro energetickou bezpečnost se považuje za souladnou s charakterem území. _______________ 81) § 1 odst. 5 zákona č. 416/2009 Sb., o urychlení výstavby strategicky výz",351
PRVNÍ,I,283/2021,295,nahrazeni,123,V § 123 odst. 3 se slova „6 let“ nahrazují slovy „4 roky“.,0
PRVNÍ,I,283/2021,296,vlozeni,123,V § 123 odst. 5 větě druhé se slova „veřejně prospěšné“ zrušují a za slovo „rozvoje“ se vkládají slova „nebo realizaci stavby pro energetickou bezpečnost“.,0
PRVNÍ,I,283/2021,297,vlozeni,125;128,"V § 125 se na začátek odstavce 3 vkládá věta „Územní opatření o asanaci území může nabýt účinnosti dnem následujícím po vyvěšení veřejné vyhlášky, určí-li tak vláda, rada kraje nebo rada obce.“. 298. Na konci nadpisu § 128 se doplňují slova „a zrušení“.",0
PRVNÍ,I,283/2021,299,vlozeni,128,"V § 128 odst. 2 větě první se slovo „vložení“ nahrazuje slovem „vydání“, za slovo „opatření“ se vkládají slova „jeho vložením“ a slovo „vydání“ se nahrazuje slovem „schválení“ a ve větě druhé se slovo „Územní“ nahrazuje slovy „Informaci o vydání územního“.",0
PRVNÍ,I,283/2021,300,zneni_plny,128,V § 128 odstavec 3 zní: „(3) Územní opatření opatří pořizovatel záznamem o účinnosti.“.,60
PRVNÍ,I,283/2021,301,nahrazeni,128,V § 128 odst. 4 větě první se slovo „ministerstvu“ nahrazuje slovem „Úřadu“.,0
PRVNÍ,I,283/2021,302,nahrazeni,128,V § 128 odst. 5 se slova „Ministerstvo a krajský úřad“ nahrazují slovem „Úřad“.,0
PRVNÍ,I,283/2021,303,zruseni,128,"V § 128 se doplňuje odstavec 6, který zní: „(6) Orgán, který územní opatření schválil, je může bez řízení zrušit, pominuly-li jeho důvody; to neplatí v případě územního opatření o podmínkách a zmírňujících opatření podle zákona o urychlení využívání obnovitelných zdrojů energie. Zrušení nabývá účinnosti dnem zveřejnění informace o jeho zrušení v národním geoportálu územního plánování.“.",0
PRVNÍ,I,283/2021,304,vlozeni,130,"V § 130 odst. 1 se za slovo „infrastruktury,“ vkládají slova „organizací podle horního zákona, případně i dalšími osobami,“.",0
PRVNÍ,I,283/2021,305,zneni_plny,130,"V § 130 odstavec 3 zní: „(3) Obec, městská část hlavního města Prahy nebo kraj zveřejní uzavřenou plánovací smlouvu a její změnu či zánik v národním geoportálu územního plánování nebo v něm oznámí její zveřejnění s uvedením adresy jejího uveřejnění v registru smluv.“.",243
PRVNÍ,I,283/2021,306,zneni_plny,130,"V § 130 se doplňuje odstavec 4, který zní: „(4) Plánovací smlouva není důvodem pro vyloučení z projednávání a rozhodování věci podle správního řádu.“.",105
PRVNÍ,I,283/2021,307,vlozeni_plny,131;137,"V § 131 odst. 2 se za písmeno b) vkládá nové písmeno c), které zní: „c) zajistí společné řešení požadavků na výstavbu potřebných k uskutečnění záměru podle § 137 odst. 7,“. Dosavadní písmena c) a d) se označují jako písmena d) a e).",102
PRVNÍ,I,283/2021,308,zneni_plny,131;137,"V § 131 se na konci odstavce 3 tečka nahrazuje čárkou a doplňují se písmena f) až h), která znějí: „f) poskytnutí příspěvku na společné řešení požadavků na výstavbu potřebných k uskutečnění záměru podle § 137 odst. 7, g) poskytnutí peněžního nebo věcného plnění jako podílu na ekonomické aktivitě daného dokončeného záměru, h) zpracování nebo převzetí nákladů na zpracování návrhu územně plánovací do",347
PRVNÍ,I,283/2021,309,doplneni,132,"V § 132 se na konci odstavce 1 doplňují věty „Zastupitelstvo může přenést pravomoc schvalovat plánovací smlouvu na radu, není-li obsahem plánovací smlouvy takové ujednání, které je ze zákona vyhrazeno zastupitelstvu. O plánovací smlouvě a záměru, který je jejím předmětem, lze konat místní referendum pouze před uzavřením plánovací smlouvy.“.",0
PRVNÍ,I,283/2021,310,vlozeni,132,V § 132 odst. 2 větě první se za slovo „obcí“ vkládají slova „nebo městskou částí hlavního města Prahy“ a slova „krajský úřad“ se nahrazují slovy „úřad rozvoje území kraje“ a věta druhá se zrušuje.,0
PRVNÍ,I,283/2021,311,nahrazeni,132,V § 132 odst. 3 se slova „příslušné ministerstvo“ nahrazují slovy „příslušný Úřad“.,0
PRVNÍ,I,283/2021,312,zneni_plny,132,"V § 132 se doplňuje odstavec 4, který zní: „(4) Pokud obec, městská část hlavního města Prahy nebo kraj neuzavřou se stavebníkem v přiměřené době plánovací smlouvu, která je podmínkou pro povolení jeho záměru, i přesto, že stavebník jim předložil návrh na uzavření plánovací smlouvy splňující podmínky územního nebo regulačního plánu a plnění uvedená v návrhu plánovací smlouvy jsou přiměřená okolnos",499
PRVNÍ,I,283/2021,313,zruseni,133,"V § 133 odst. 1 se slova „ , který slouží k zajištění dluhu“ zrušují.",0
PRVNÍ,I,283/2021,314,nahrazeni,133,V § 133 odst. 3 větě první se číslo „5“ nahrazuje číslem „6“.,0
PRVNÍ,I,283/2021,315,nahrazeni,135,V § 135 odst. 2 větě první se slova „v plné výši“ nahrazují slovy „ve výši odpovídající snížení škody“.,0
PRVNÍ,I,283/2021,316,zruseni,,V části třetí se hlava IV včetně nadpisu zrušuje.,0
PRVNÍ,I,283/2021,317,doplneni,137,"V § 137 se na konci odstavce 2 doplňují věty „Požadavky na výstavbu se používají s ohledem na jejich technickou, funkční a ekonomickou proveditelnost tak, aby jejich výklad a povinnost jejich použití nebyly zjevně nepřiměřené přínosům, které tyto požadavky sledují. Pokud je použití požadavků na výstavbu vyloučeno nebo omezeno v důsledku jiných právních předpisů, jiných požadavků na výstavbu nebo ú",0
PRVNÍ,I,283/2021,318,doplneni,137;167,"V § 137 se na konci odstavce 3 doplňuje věta „Lze-li požadavky na výstavbu nebo požadavky na stavby podle § 167 splnit více způsoby, náleží jejich volba stavebníkovi nebo vlastníkovi stavby.“.",0
PRVNÍ,I,283/2021,319,zneni_plny,137;145,"V § 137 odstavec 4 zní: „(4) Požadavky na výstavbu, zejména požadavky na parkování, odstupy, denní osvětlení, zastínění, izolační vlastnosti, úsporu energie, přístupnost, schodiště, výtahy, plochy, výšky, šířky a další požadavky podle § 145 odst. 1 písm. c) až g), se v rozsahu, v jakém to závažné územně technické nebo stavebně technické důvody nebo jiný veřejný zájem vylučují, nebo pokud by jejich",720
PRVNÍ,I,283/2021,320,zneni_plny,137;145,"V § 137 se doplňují odstavce 5 až 8, které znějí: „(5) Nelze-li u staveb uvedených v odstavci 4 ze závažného stavebně technického důvodu, nepřiměřených ekonomických nákladů nebo ochrany jiného převažujícího veřejného zájmu splnit požadavky na výstavbu podle § 145 odst. 1 písm. a) a b), tyto požadavky se nepoužijí, je-li v projektové dokumentaci zpracované autorizovanou osobou doloženo, že navržené",1572
PRVNÍ,I,283/2021,321,zruseni,138,"V § 138 odst. 1 větě první se slova „z těch ustanovení prováděcího právního předpisu, ze kterých tento předpis povolení výjimky výslovně umožňuje, a jen“ zrušují.",0
PRVNÍ,I,283/2021,322,zruseni,138,"V § 138 odst. 2 se slova „ , který obsahuje prvky regulačního plánu,“ zrušují.",0
PRVNÍ,I,283/2021,323,nahrazeni,139,V § 139 odst. 2 větě první se slovo „zastavěném“ nahrazuje slovem „zastavitelném“.,0
PRVNÍ,I,283/2021,324,zruseni,140,V § 140 odst. 2 se slovo „vždy“ zrušuje a na konci textu odstavce se doplňují slova „nebo k němu byl zajištěn přístup prostřednictvím věcného práva“.,0
PRVNÍ,I,283/2021,325,zruseni,140,V § 140 odst. 3 úvodní části ustanovení se slovo „vždy“ zrušuje.,0
PRVNÍ,I,283/2021,326,zneni_plny,140,"V § 140 se na konci odstavce 3 tečka nahrazuje čárkou a doplňuje se písmeno d), které zní: „d) uplatnění základních ekosystémových funkcí prostřednictvím ploch nebo prvků zelené infrastruktury.“.",102
PRVNÍ,I,283/2021,327,zruseni,140,V § 140 odst. 4 se slova „zastavěného stavebního“ zrušují.,0
PRVNÍ,I,283/2021,328,vlozeni,141,"V § 141 odst. 2 se za slovo „též“ vkládají slova „cyklisty a jinou“ a na konci odstavce se doplňuje věta „Stavby a zařízení ve veřejném prostranství se přednostně sdružují, pokud tomu nebrání technické, funkční či ekonomické důvody.“.",0
PRVNÍ,I,283/2021,329,doplneni,141,"V § 141 se na konci textu odstavce 3 doplňují slova „ , pokud to místní podmínky nevylučují“.",0
PRVNÍ,I,283/2021,330,zneni_plny,141,"V § 141 se doplňují odstavce 4 až 6, které znějí: „(4) Podél vodních toků a významných vodních ploch v zastavitelném území, kde je to technicky, funkčně a ekonomicky proveditelné, se preferují veřejně přístupná nábřeží, parkově upravené plochy nebo jiná veřejná prostranství. Stávající prostupnost pro pohyb chodců a cyklistů podél vodních toků a okolo významných vodních ploch musí být zachována. (5",691
PRVNÍ,I,283/2021,331,zneni_plny,142;39,"V § 142 se doplňuje odstavec 4, který včetně poznámky pod čarou č. 82 zní: „(4) Ulice v územích se zvýšenými nároky na pobytovou kvalitu veřejných prostranství se přednostně vymezují tak, aby umožňovaly využití sdílené, cyklistické, obytné nebo pěší zóny82). ___________ 82) § 39, 39a a 39b zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů (zákon o silničním p",368
PRVNÍ,I,283/2021,332,doplneni,143,V § 143 se na konci textu odstavce 2 doplňují slova „vozidel a jízdních kol“.,0
PRVNÍ,I,283/2021,333,vlozeni,143,"V § 143 odst. 4 se za slovo „stavby“ vkládají slova „pro parkování,“.",0
PRVNÍ,I,283/2021,334,zneni_plny,144,"V § 144 se doplňuje odstavec 3, který zní: „(3) Požadavky na odstupy staveb se neuplatní u spojité zástavby nebo v rámci jedné stavby, souboru staveb či společně řešeného celku.“.",134
PRVNÍ,I,283/2021,335,zneni_plny,144a,Nadpis § 144a zní: „Fotovoltaické výrobny elektřiny a stavební úpravy pro instalaci využívající obnovitelný zdroj energie“.,102
PRVNÍ,I,283/2021,336,zneni_plny,144a,V § 144a odst. 1 písmena a) a b) znějí: „a) v zastavitelných plochách hlavním využitím určeným pro výrobu nebo skladování a b) pod stavbou je zachována vegetační plocha a jsou zajištěny podmínky pro její základní ekosystémové funkce.“.,194
PRVNÍ,I,283/2021,337,vlozeni,144a,V § 144a odst. 2 se za slovo „to“ vkládají slova „z důvodu jiného převažujícího veřejného zájmu“.,0
PRVNÍ,I,283/2021,338,zneni_plny,144a,"V § 144a se doplňuje odstavec 3, který zní: „(3) Má se za to, že stavební úprava pro instalaci využívající obnovitelný zdroj energie není v rozporu s charakterem území ani se zájmy státní památkové péče; možnost stanovení podmínek pro její vhodné umístění nebo vzhled tím není dotčena. Domněnka podle věty první se nepoužije pro nemovité kulturní památky a nemovité národní kulturní památky.“.",349
PRVNÍ,I,283/2021,339,vlozeni_plny,144a;144b,"Za § 144a se vkládají nové § 144b až 144d, které včetně nadpisů znějí: „§ 144b Stavby pro reklamu a reklamní zařízení (1) Stavbou pro reklamu a reklamním zařízením nesmí být narušen urbanistický, architektonický nebo pietní charakter území. (2) Při umisťování staveb pro reklamu a reklamních zařízení v území musí být zajištěn jejich vzájemný soulad z hlediska jejich stavebně technického řešení. (3)",1801
PRVNÍ,I,283/2021,340,zruseni,148,V § 148 odst. 2 úvodní části ustanovení se slovo „nezpůsobila“ zrušuje.,0
PRVNÍ,I,283/2021,341,vlozeni,148,V § 148 odst. 2 se na začátek písmene a) vkládá slovo „nezpůsobila“.,0
PRVNÍ,I,283/2021,342,vlozeni_plny,148,"V § 148 odst. 2 se za písmeno a) vkládá nové písmeno b), které zní: „b) předcházela, zmírňovala nebo kompenzovala poškozování nebo úhynu zvláště chráněných rostlin a rušení, ničení, zraňování nebo usmrcení či úhynu zvláště chráněných živočichů nebo poškozování a ničení jejich biotopu nebo jejich místní populace a jejího genofondu a“. Dosavadní písmeno b) se označuje jako písmeno c).",267
PRVNÍ,I,283/2021,343,nahrazeni,148,V § 148 odst. 2 písm. c) se slovo „zhoršení“ nahrazuje slovy „nevedla ke znemožnění“.,0
PRVNÍ,I,283/2021,344,zneni_plny,148,"V § 148 se doplňuje odstavec 3, který zní: „(3) Nelze-li zajistit splnění hygienických limitů hluku a vibrací, nebo je-li jejich splnění technicky, funkčně či ekonomicky zjevně nepřiměřené, považují se tyto limity za splněné, pokud se omezí na rozumně dosažitelnou míru nebo pokud imise záměru odpovídají běžnému stávajícímu využití okolního území. Rozumně dosažitelnou mírou se rozumí poměr mezi nák",678
PRVNÍ,I,283/2021,345,nahrazeni,149,V § 149 písm. b) se slova „s omezenou schopností pohybu nebo orientace“ nahrazují slovy „se zdravotním postižením“.,0
PRVNÍ,I,283/2021,346,nahrazeni,150,"V § 150 větě první se slova „a na“ nahrazují čárkou a na konci textu věty první se doplňují slova „a technickou, funkční a ekonomickou proveditelnost“.",0
PRVNÍ,I,283/2021,347,doplneni,152;152a,"V § 152 se na konci textu odstavce 1 doplňují slova „a technická zařízení staveb“ a na konci odstavce se doplňuje věta „Prováděcí právní předpis může odkázat pouze na technické normy, které byly určeny postupem podle § 152a.“.",0
PRVNÍ,I,283/2021,348,doplneni,152,"V § 152 se na konci odstavce 4 doplňuje věta „Má-li prováděcí právní předpis územního samosprávného celku obsahovat požadavky na vymezování pozemků a umisťování staveb technické infrastruktury, projedná územní samosprávný celek jeho návrh s dotčenými vlastníky technické infrastruktury, kteří jsou subjekty kritické infrastruktury.“.",0
PRVNÍ,I,283/2021,349,vlozeni_plny,152;152a,"Za § 152 se vkládá nový § 152a, který včetně nadpisu zní: „§ 152a Určené technické normy ve stavebnictví (1) Prováděcí právní předpis může odkázat na podrobnější vymezení požadavků na stavby, zejména mezní hodnoty, návrhové metody, národně stanovené parametry, technické vlastnosti stavebních konstrukcí a technických zařízení, obsažené v českých technických normách nebo jejich částech, které byly u",1495
PRVNÍ,I,283/2021,350,nahrazeni,154,V § 154 odst. 3 větě druhé se slovo „ministerstvo“ nahrazuje slovem „Úřad“.,0
PRVNÍ,I,283/2021,351,vlozeni,156,V § 156 odst. 2 se za slova „stavebního směru“ vkládají slova „pro pozemní stavby“ a slova „3 roky“ se nahrazují slovy „5 let“.,0
PRVNÍ,I,283/2021,352,vlozeni,156,V § 156 odst. 3 se za slovo „Projektantovi“ vkládají slova „a osobě podle odstavce 2“ a slova „neveřejné části“ se zrušují.,0
PRVNÍ,I,283/2021,353,nahrazeni,157,"V § 157 odst. 1 písm. a) se slova „ , zařízení nebo udržovacích prací (dále jen „dokumentace pro povolení stavby“)“ nahrazují slovy „nebo zařízení“.",0
PRVNÍ,I,283/2021,354,vlozeni,157,"V § 157 odst. 1 písm. d) se za slova „provádění stavby,“ vkládají slova „jednoduchých staveb bytových domů uvedených v odstavci 1 písm. b) přílohy č. 2 k tomuto zákonu,“.",0
PRVNÍ,I,283/2021,355,zruseni,157,"V § 157 odst. 1 písm. d) a e) se slova „jednoduchých staveb pro bydlení a rodinnou rekreaci,“ zrušují.",0
PRVNÍ,I,283/2021,356,vlozeni,157,"V § 157 odst. 1 písm. e) se za slova „odstranění stavby,“ vkládají slova „jednoduchých staveb bytových domů uvedených v odstavci 1 písm. b) přílohy č. 2 k tomuto zákonu,“.",0
PRVNÍ,I,283/2021,357,doplneni,157;156,V § 157 odst. 2 se na konci textu písmene a) doplňují slova „nebo zařízení podle § 156 odst. 2 a § 157 odst. 1 písm. a) (dále jen „dokumentace pro povolení stavby“)“.,0
PRVNÍ,I,283/2021,358,nahrazeni,158;137;138,"V § 158 odst. 1 větě první se slovo „a“ nahrazuje čárkou a na konci textu věty se doplňují slova „a odůvodnění řešení, které využívá možnost odchylného použití požadavků na výstavbu podle § 137 odst. 4 až 8 nebo které navrhuje udělit výjimku podle § 138 odst. 1“ a ve větě poslední se slova „záměru stanovená“ nahrazují slovy „stavby stanovená“.",0
PRVNÍ,I,283/2021,359,nahrazeni,158,"V § 158 odst. 5 se slova „projektové dokumentace, dokumentace, která nemusí být zpracována projektantem,“ nahrazují slovy „dokumentace pro povolení záměru, dokumentace pro provádění stavby, dokumentace pro odstranění stavby a“ a slova „a obsahové náležitosti průzkumů“ se zrušují.",0
PRVNÍ,I,283/2021,360,nahrazeni,159,"V § 159 odst. 2 písm. a) se slova „uvedených v odstavci 1 písm. a) bodu 11, 12 a 25 a v odstavci 1 písm. f) této přílohy“ nahrazují slovy „využívajících obnovitelné zdroje energie“.",0
